reward,StopLoss,enter_at,close_at,typeMA,MA_period,ATR_period,ATR_multi
-0.0850532,0.0069,0.48,0.871,30,8,471,13.533
-0.08501186,0.0132,0.529,0.872,23,6,499,13.682
-0.08492008,0.0096,0.551,0.873,27,8,508,13.753
-0.08490484,0.0109,0.361,0.658,24,12,847,13.786
-0.0848941,0.0109,0.599,0.981,25,9,532,13.031
-0.08488786,0.0142,0.494,0.871,30,8,578,12.847
-0.08485912,0.0099,0.502,0.909,1,8,838,13.889
-0.08476396,0.0131,0.53,0.871,23,8,468,14.759
-0.08465719,0.0068,0.494,0.871,30,8,544,13.431
-0.08465433,0.0099,0.539,0.934,1,8,602,13.532
-0.08462205,0.0103,0.465,0.908,26,10,859,14.802
-0.08462061,0.0022,0.29,0.922,4,13,450,12.267
-0.08454544,0.0108,0.493,0.916,1,7,597,13.315
-0.08451628,0.0118,0.424,0.849,26,10,609,13.959
-0.08451278,0.0143,0.631,0.906,26,9,626,13.004
-0.08447442,0.0109,0.504,0.934,25,10,591,14.353
-0.08441631,0.0144,0.591,0.894,28,10,675,12.282
-0.08438951,0.0145,0.466,0.876,30,8,511,14.314
-0.0843545,0.0098,0.58,0.899,25,7,776,14.301
-0.08430962,0.0088,0.492,0.865,28,14,539,14.594
-0.08424372,0.0147,0.473,0.924,24,22,513,10.777
-0.08420625,0.0133,0.565,0.908,0,6,622,13.259
-0.08419865,0.0147,0.471,0.903,24,19,768,10.772
-0.08407356,0.0118,0.512,0.926,3,12,638,13.655
-0.08403191,0.0108,0.272,0.916,24,224,993,14.976
-0.0840303,0.0099,0.506,0.912,25,8,634,13.887
-0.08398745,0.0128,0.239,0.974,24,175,830,13.825
-0.08388321,0.0111,0.471,0.872,24,19,752,10.772
-0.08383513,0.0115,0.246,0.902,24,226,929,14.978
-0.08380299,0.0074,0.223,0.991,24,301,829,14.997
-0.0837596,0.0124,0.27,0.923,24,224,742,14.997
-0.08369292,0.0108,0.503,0.983,21,7,468,13.116
-0.08355979,0.0109,0.443,0.901,24,37,655,11.777
-0.08349811,0.0133,0.593,0.932,25,8,792,13.086
-0.08330856,0.0092,0.261,0.929,12,15,306,13.195
-0.0832863,0.0121,0.574,0.864,1,7,497,13.842
-0.08328347,0.0144,0.577,0.981,1,9,590,13.889
-0.08327449,0.0143,0.594,0.953,27,9,646,13.857
-0.08327017,0.0124,0.266,0.918,24,156,974,14.996
-0.08325465,0.0094,0.466,0.872,20,13,511,13.222
-0.08316336,0.0101,0.44,0.973,24,22,511,10.57
-0.08315858,0.0067,0.435,0.917,2,12,459,13.623
-0.08314525,0.0126,0.29,0.955,24,179,977,14.377
-0.08307991,0.0098,0.495,0.963,29,10,655,12.584
-0.08304987,0.0085,0.531,0.873,1,8,660,14.997
-0.08304343,0.0113,0.26,0.956,24,150,767,14.371
-0.08300423,0.0076,0.253,0.973,24,152,808,14.425
-0.08294831,0.0065,0.548,0.804,20,13,642,12.969
-0.08293957,0.0109,0.503,0.934,26,10,591,13.827
-0.08292646,0.0134,0.548,0.869,26,10,488,13.466
-0.08292047,0.0099,0.47,0.869,18,4,516,13.491
-0.08290631,0.0061,0.495,0.874,1,5,947,12.469
-0.08287797,0.0066,0.256,0.965,24,157,722,14.924
-0.08275298,0.0075,0.606,0.925,28,13,657,12.902
-0.08263034,0.0116,0.558,0.953,25,8,926,14.296
-0.08259433,0.014,0.534,0.979,30,9,863,12.881
-0.08256334,0.0103,0.253,0.915,24,192,844,14.991
-0.08254752,0.0129,0.482,0.876,29,11,882,14.166
-0.08248343,0.0106,0.553,0.912,2,8,540,12.173
-0.08247426,0.0143,0.605,0.812,1,7,666,13.835
-0.08245418,0.0134,0.542,0.991,2,8,765,12.673
-0.08237625,0.0145,0.478,0.875,30,9,527,14.532
-0.08234859,0.0101,0.496,0.925,2,12,601,13.551
-0.08233743,0.0144,0.539,0.948,20,13,741,13.086
-0.0823132,0.0117,0.26,0.986,24,227,837,14.729
-0.08224377,0.014,0.495,0.773,29,8,963,13.794
-0.08224042,0.0108,0.5,0.992,17,5,974,14.334
-0.0822345,0.0087,0.5,0.872,18,5,568,14.29
-0.08220766,0.0148,0.246,0.983,24,189,842,14.572
-0.08220677,0.0101,0.527,0.99,22,12,645,12.64
-0.08219546,0.0093,0.346,0.986,24,34,763,14.832
-0.08217496,0.0146,0.478,0.875,30,9,527,14.532
-0.08216355,0.0086,0.487,0.885,29,11,463,14.169
-0.08215839,0.0085,0.531,0.892,1,8,616,13.883
-0.08211517,0.0108,0.568,0.875,18,7,889,14.348
-0.08207797,0.0114,0.576,0.983,27,10,522,14.527
-0.08205171,0.0122,0.485,0.865,28,14,520,14.99
-0.0820095,0.0101,0.365,0.931,28,11,849,13.508
-0.08193541,0.0132,0.4,0.948,24,22,438,10.875
-0.08189328,0.0082,0.427,0.886,24,16,695,10.57
-0.08186674,0.0067,0.378,0.888,18,3,666,13.062
-0.08184649,0.009,0.451,0.889,30,9,575,13.819
-0.08184536,0.0145,0.478,0.881,30,9,527,12.935
-0.08184386,0.01,0.245,0.954,24,156,843,14.381
-0.08175303,0.012,0.278,1.0,24,173,927,13.992
-0.08173174,0.0135,0.477,0.876,29,11,589,13.761
-0.08159606,0.0113,0.248,0.908,24,150,767,15.0
-0.08159485,0.0115,0.478,0.895,30,11,919,14.172
-0.08153505,0.0117,0.579,0.935,20,14,620,13.529
-0.08151331,0.0141,0.555,0.934,1,9,469,14.096
-0.08151048,0.0088,0.435,0.971,24,23,482,10.57
