usd_gain,reward,PL_ratio,PL_count_mean,hold_ratio,slope_indicator,StopLoss,enter_at,close_at,typeMA,MA_period,ATR_period,ATR_multi
-4.8,-0.0604,1.472,0.608,3.135,1.0,0.002,0.817,0.056,7,44,204,6.375
-2.27,-0.06,0.544,1.794,0.601,1.0,0.0067,0.494,0.548,1,49,289,2.852
-3.77,-0.0595,0.485,2.02,0.578,1.0,0.0126,0.225,0.549,22,263,347,5.602
-3.34,-0.0593,0.611,1.349,1.289,1.0,0.0064,0.445,0.593,15,334,374,2.674
-4.74,-0.0591,1.288,0.723,4.664,1.0,0.0033,0.874,0.402,3,9,201,4.157
-3.43,-0.058,0.368,2.314,0.809,1.0,0.0104,0.752,0.499,0,426,222,2.168
-5.29,-0.0577,1.48,0.763,5.463,1.0,0.0078,0.812,0.932,31,417,477,2.156
-4.24,-0.0565,3.987,0.244,8.136,1.0,0.0033,0.26,0.873,24,301,36,6.445
-4.76,-0.0564,0.51,1.793,0.939,1.0,0.0132,0.91,0.742,9,395,27,3.959
-5.14,-0.0559,0.463,1.698,1.174,1.0,0.0145,0.557,0.298,15,437,443,8.266
-5.37,-0.0556,0.963,0.779,2.792,1.0,0.0081,0.896,0.545,11,320,168,7.347
-3.51,-0.0554,0.629,1.544,1.18,1.0,0.0079,0.924,0.226,6,294,496,4.502
-4.89,-0.0553,0.571,1.531,1.056,1.0,0.013,0.777,0.758,10,271,139,6.965
-2.16,-0.0549,0.245,4.345,0.375,1.0,0.0119,0.077,0.618,9,260,208,1.493
-2.94,-0.0548,0.46,1.971,0.879,1.0,0.0082,0.411,0.971,24,350,32,2.059
-4.03,-0.0537,0.581,1.663,0.84,1.0,0.0118,0.39,0.644,29,219,465,6.991
-17.47,-0.0532,0.658,0.974,0.72,1.0,0.0112,0.575,0.002,19,5,294,5.611
-2.51,-0.0528,11.495,0.085,13.982,1.0,0.0006,0.602,0.377,20,296,279,8.889
-4.78,-0.0528,1.256,0.683,2.705,1.0,0.0072,0.542,0.913,30,406,191,8.272
-3.62,-0.0508,0.409,2.248,0.774,1.0,0.0126,0.149,0.415,17,413,25,6.976
-2.17,-0.0505,0.347,2.841,0.483,1.0,0.0095,0.784,0.503,14,136,221,1.373
-3.9,-0.0489,0.526,1.669,0.826,1.0,0.0109,0.136,0.85,2,344,65,5.864
-4.73,-0.0488,2.105,0.409,4.218,1.0,0.005,0.657,0.861,31,38,17,7.463
-2.33,-0.0488,0.426,2.307,0.642,1.0,0.0084,0.686,0.066,2,114,476,3.575
-2.45,-0.0482,0.397,2.374,0.73,1.0,0.0079,0.632,0.016,4,409,487,3.11
-3.0,-0.0474,0.525,1.929,0.806,1.0,0.009,0.948,0.819,24,250,14,2.233
-3.75,-0.0463,0.865,1.029,1.454,1.0,0.007,0.668,0.907,18,346,25,5.186
-4.76,-0.0462,0.64,1.434,1.186,1.0,0.0127,0.745,0.894,3,268,187,7.2
-5.13,-0.046,0.688,1.376,1.045,1.0,0.014,0.524,0.919,28,242,415,8.114
-4.06,-0.0457,2.906,0.279,9.746,1.0,0.0034,0.762,0.512,0,398,96,8.976
-2.38,-0.0451,1.195,0.782,1.607,1.0,0.0033,0.363,0.496,3,179,8,5.712
-4.98,-0.0442,0.663,1.51,2.443,1.0,0.0141,0.261,0.681,31,346,489,4.523
-3.7,-0.0429,1.943,0.462,4.305,1.0,0.0046,0.421,0.746,2,379,199,8.388
-2.73,-0.0428,0.48,2.136,0.572,1.0,0.0107,0.724,0.867,26,202,384,2.51
-4.97,-0.0421,1.305,0.676,3.416,1.0,0.0033,0.899,0.019,3,38,289,8.63
-4.43,-0.042,0.543,1.654,0.855,1.0,0.014,0.201,0.738,30,440,225,8.898
-3.35,-0.0417,1.461,0.599,2.906,1.0,0.003,0.911,0.797,19,26,344,3.734
-4.53,-0.0413,0.733,1.195,1.469,1.0,0.0112,0.743,0.956,6,243,330,7.813
-3.09,-0.0411,1.116,0.798,1.739,1.0,0.005,0.52,0.9,6,307,403,4.103
-4.16,-0.04,0.566,1.62,0.999,1.0,0.0148,0.606,0.737,25,109,372,7.578
-2.62,-0.0398,0.416,2.347,0.759,1.0,0.0098,0.995,0.015,6,402,229,2.853
-2.4,-0.0398,0.393,2.415,0.577,1.0,0.0097,0.177,0.686,30,413,11,3.138
-1.51,-0.038,0.25,4.026,0.354,1.0,0.0103,0.038,0.465,14,165,475,1.581
-4.9,-0.0374,0.85,0.945,2.123,1.0,0.01,0.871,0.617,15,375,476,7.708
-2.23,-0.0364,0.684,1.32,0.918,1.0,0.0052,0.84,0.357,16,385,29,3.383
-2.95,-0.0363,1.139,0.793,1.658,1.0,0.0061,0.05,0.667,13,252,285,8.826
-2.08,-0.0358,0.327,3.249,0.376,1.0,0.0136,0.461,0.739,1,245,143,1.641
-2.24,-0.0352,0.367,2.776,0.406,1.0,0.0125,0.135,0.242,29,362,279,6.103
-7.6,-0.0345,16.372,0.08,28.974,1.0,0.0003,0.535,0.342,13,6,468,4.253
-4.66,-0.0325,0.735,1.251,2.08,1.0,0.0134,0.485,0.841,31,181,70,5.025
-2.44,-0.0322,0.495,1.985,0.663,1.0,0.0124,0.969,0.647,25,107,351,3.068
-3.12,-0.0317,0.854,1.075,1.202,1.0,0.0086,0.271,0.728,7,260,351,7.605
-2.35,-0.0313,0.768,1.184,0.931,1.0,0.0061,0.043,0.846,13,423,470,4.115
-2.82,-0.0306,0.662,1.392,1.017,1.0,0.0077,0.787,0.195,8,210,157,6.095
-2.13,-0.0303,0.368,2.644,0.615,1.0,0.0101,0.118,0.483,23,408,197,4.168
-5.38,-0.028,4.601,0.201,20.635,1.0,0.0035,0.806,0.819,3,10,189,6.449
-2.35,-0.0272,0.858,0.955,1.905,1.0,0.0053,0.112,0.73,21,362,428,3.715
-1.62,-0.027,0.369,2.433,0.736,1.0,0.0069,0.075,0.099,11,263,63,8.592
-1.94,-0.027,0.444,2.321,0.502,1.0,0.0122,0.458,0.556,5,146,206,3.315
-2.2,-0.0269,1.916,0.455,2.964,1.0,0.0031,0.229,0.634,28,340,469,6.456
-2.24,-0.0268,2.225,0.488,8.253,1.0,0.0031,0.869,0.443,31,222,245,2.021
-3.35,-0.0267,0.554,1.515,1.18,1.0,0.0123,0.017,0.871,0,440,139,7.161
-6.61,-0.0265,5.174,0.287,10.863,1.0,0.0097,0.116,0.781,30,3,162,7.619
-2.57,-0.026,0.549,1.77,1.055,1.0,0.0108,0.672,0.445,17,89,482,8.372
-2.2,-0.0253,0.272,3.161,0.607,1.0,0.0143,0.138,0.661,15,405,280,3.315
-2.35,-0.0252,0.513,2.059,0.672,1.0,0.0137,0.715,0.657,26,114,106,4.833
-2.03,-0.0248,1.53,0.586,2.248,1.0,0.0033,0.579,0.892,1,183,144,3.998
-2.1,-0.0248,1.448,0.63,2.015,1.0,0.0034,0.775,0.942,20,207,8,3.898
-3.05,-0.0246,0.568,1.534,0.943,1.0,0.0118,0.38,0.593,25,324,53,8.832
-5.96,-0.0237,0.608,1.429,1.317,1.0,0.0094,0.612,0.234,28,3,195,4.741
-2.01,-0.0236,0.647,1.395,0.981,1.0,0.0061,0.278,0.422,23,307,195,4.684
-2.12,-0.0216,0.789,1.155,1.224,1.0,0.006,0.658,0.66,29,371,99,4.082
-1.67,-0.0214,0.731,1.271,1.11,1.0,0.0047,0.553,0.176,25,142,356,4.864
-1.52,-0.0213,0.354,2.832,0.423,1.0,0.0115,0.331,0.236,10,180,349,3.568
-2.79,-0.021,0.743,1.031,1.871,1.0,0.0085,0.511,0.774,15,439,344,4.445
-3.04,-0.0208,0.557,1.784,1.209,1.0,0.0136,0.995,0.651,9,245,248,7.912
-1.39,-0.0208,0.476,1.918,0.941,1.0,0.0061,0.041,0.883,24,331,48,1.962
-2.67,-0.0197,1.058,0.806,2.005,1.0,0.006,0.723,0.447,18,360,33,8.716
-2.45,-0.0193,0.591,1.606,0.937,1.0,0.0118,0.725,0.567,26,64,330,5.904
-1.22,-0.0192,0.286,3.499,0.315,1.0,0.0118,0.036,0.478,9,138,204,1.683
-2.02,-0.0187,0.402,2.441,0.647,1.0,0.0126,0.374,0.156,12,440,94,7.349
-1.75,-0.0183,0.339,2.928,0.57,1.0,0.0129,0.331,0.081,22,443,181,7.01
-2.81,-0.018,0.674,1.413,1.248,1.0,0.0114,0.866,0.761,31,12,324,5.034
-1.6,-0.018,0.458,2.039,0.852,1.0,0.0076,0.101,0.306,17,322,215,4.548
-1.82,-0.0174,0.42,2.455,0.6,1.0,0.014,0.377,0.022,12,238,351,8.977
-2.89,-0.0162,1.62,0.683,5.451,1.0,0.0078,0.176,0.922,31,319,176,4.947
-1.54,-0.0158,0.511,1.849,0.68,1.0,0.008,0.278,0.602,7,362,46,3.868
-3.46,-0.0152,0.995,0.774,2.569,1.0,0.01,0.63,0.556,31,137,221,7.539
-1.66,-0.014,1.407,0.602,2.107,1.0,0.0038,0.162,0.459,4,265,281,8.576
-1.14,-0.0138,0.331,2.802,0.614,1.0,0.0082,0.319,0.037,12,384,236,4.073
-1.28,-0.0136,0.304,3.214,0.478,1.0,0.0117,0.326,0.918,12,399,485,1.4
-1.06,-0.013,0.282,3.516,0.418,1.0,0.0104,0.377,0.121,15,164,72,2.932
-0.99,-0.0128,0.4,2.41,0.478,1.0,0.0074,0.643,0.737,28,152,331,1.223
-2.66,-0.0125,13.729,0.066,16.835,1.0,0.0005,0.778,0.365,24,158,282,5.442
-1.68,-0.0119,0.627,1.618,1.23,1.0,0.0088,0.965,0.776,9,272,379,3.203
-0.98,-0.0118,0.399,2.438,0.498,1.0,0.0077,0.146,0.118,12,130,2,7.426
-1.78,-0.0117,1.249,0.734,2.336,1.0,0.0059,0.481,0.708,30,126,391,7.452
-2.68,-0.0112,3.246,0.319,6.236,1.0,0.0065,0.113,0.911,24,183,176,8.083
-1.39,-0.011,0.451,2.196,0.581,1.0,0.0143,0.884,0.433,29,183,427,3.134
-1.07,-0.0108,0.381,2.505,0.387,1.0,0.0112,0.322,0.976,5,126,302,1.669
-1.8,-0.0106,0.551,1.897,0.834,1.0,0.0126,0.533,0.683,17,252,468,5.998
-2.0,-0.0105,0.546,1.74,1.033,1.0,0.0132,0.869,0.747,6,160,35,7.389
-1.82,-0.0103,1.544,0.585,3.274,1.0,0.0047,0.944,0.664,17,169,404,7.988
-1.85,-0.0099,0.587,1.551,0.924,1.0,0.0114,0.616,0.905,4,219,106,6.171
-4.94,-0.0093,3.747,0.264,14.215,1.0,0.0011,0.838,0.383,17,2,203,7.806
-0.86,-0.0089,0.369,2.578,0.68,1.0,0.0067,0.767,0.025,2,305,330,1.909
-1.19,-0.0086,0.521,2.023,0.717,1.0,0.0103,0.704,0.298,10,120,470,4.374
-0.87,-0.0086,0.346,2.799,0.451,1.0,0.0082,0.498,0.385,5,387,241,1.885
-1.94,-0.0085,0.539,1.617,1.092,1.0,0.0135,0.705,0.565,4,407,140,8.294
-0.92,-0.0084,0.352,2.972,0.411,1.0,0.0112,0.758,0.017,30,224,253,2.349
-1.29,-0.008,0.552,1.723,0.869,1.0,0.0088,0.193,0.475,18,391,406,5.325
-1.58,-0.008,0.628,1.621,1.057,1.0,0.0134,0.651,0.351,19,199,124,8.9
-1.79,-0.0079,2.618,0.343,5.476,1.0,0.0041,0.709,0.972,5,357,46,8.017
-0.97,-0.0077,0.377,2.642,0.582,1.0,0.0096,0.306,0.009,15,113,434,7.758
-0.8,-0.007,0.606,1.526,0.712,1.0,0.0058,0.113,0.909,26,55,450,2.714
-1.53,-0.0066,0.587,1.498,0.92,1.0,0.0126,0.661,0.873,2,74,285,4.987
-2.27,-0.0065,0.803,1.127,2.405,1.0,0.0129,0.802,0.116,31,236,360,8.652
-0.79,-0.0064,0.368,2.742,0.468,1.0,0.0098,0.4,0.013,15,79,280,4.808
-1.05,-0.0063,0.457,2.091,0.634,1.0,0.0128,0.546,0.017,21,37,321,6.271
-1.56,-0.0062,0.589,1.538,0.897,1.0,0.0137,0.531,0.615,20,150,341,7.588
-1.51,-0.0062,0.668,1.177,1.763,1.0,0.0086,0.884,0.458,15,404,44,4.883
-1.15,-0.006,0.619,1.599,0.698,1.0,0.0147,0.314,0.6,16,303,79,7.287
-0.84,-0.0058,0.772,1.222,1.059,1.0,0.005,0.612,0.974,26,106,349,2.703
-1.18,-0.0057,3.91,0.236,9.331,1.0,0.0027,0.577,0.97,10,260,391,8.052
-0.71,-0.0056,0.382,2.482,0.449,1.0,0.0083,0.061,0.551,1,142,433,2.471
-0.71,-0.0055,0.307,3.163,0.337,1.0,0.0115,0.042,0.949,30,238,328,1.402
-0.8,-0.0052,0.463,2.172,0.632,1.0,0.0122,0.958,0.228,29,76,136,3.043
-1.4,-0.0049,0.536,1.747,0.953,1.0,0.0142,0.49,0.571,10,263,420,8.71
-1.04,-0.0045,0.493,2.452,0.708,1.0,0.0128,0.713,0.206,9,248,30,5.726
-2.15,-0.0044,1.543,0.647,4.318,1.0,0.0066,0.921,0.602,24,66,333,4.452
-1.01,-0.0043,2.648,0.32,7.139,1.0,0.0025,0.874,0.056,21,206,335,8.03
-0.84,-0.0042,1.353,0.624,2.93,1.0,0.0032,0.736,0.136,21,386,108,3.91
-1.28,-0.0041,0.941,0.834,2.033,1.0,0.0073,0.246,0.55,0,426,457,7.654
-0.78,-0.0038,0.749,1.269,1.025,1.0,0.0057,0.367,0.384,26,133,141,6.966
-0.99,-0.0038,0.538,1.968,0.77,1.0,0.0106,0.6,0.232,9,240,258,6.114
-0.84,-0.0037,1.904,0.483,3.271,1.0,0.0031,0.5,0.398,1,304,230,7.29
-2.98,-0.0035,3.163,0.206,1.597,1.0,0.0005,0.546,0.026,7,8,16,3.445
-0.85,-0.0031,0.596,1.602,0.829,1.0,0.0099,0.454,0.859,3,222,55,4.789
-0.74,-0.0031,2.085,0.446,3.651,1.0,0.003,0.768,0.906,25,155,443,4.58
-0.9,-0.0031,0.496,2.096,0.748,1.0,0.013,0.482,0.368,12,278,54,7.401
-0.61,-0.003,0.317,3.095,0.398,1.0,0.0122,0.508,0.467,15,152,66,2.261
-0.71,-0.0023,0.64,1.497,0.907,1.0,0.0082,0.401,0.783,10,237,393,4.014
-0.69,-0.0022,0.703,1.351,0.952,1.0,0.008,0.424,0.852,10,95,95,5.289
-0.8,-0.0017,0.939,0.924,1.871,1.0,0.0074,0.7,0.713,30,273,87,7.997
-0.55,-0.0017,2.762,0.331,4.806,1.0,0.0021,0.75,0.27,9,346,95,5.531
-0.29,-0.0016,0.279,3.653,0.381,1.0,0.0081,0.041,0.61,23,176,309,1.19
-1.58,-0.0015,1.613,0.673,7.22,1.0,0.0098,0.637,0.649,27,2,132,4.304
-0.54,-0.0015,0.536,1.877,0.676,1.0,0.0112,0.673,0.885,12,88,84,3.999
-0.66,-0.0014,0.423,2.095,0.749,1.0,0.0139,0.858,0.082,17,332,173,5.077
-0.97,-0.0014,0.689,1.222,1.725,1.0,0.0146,0.615,0.981,21,270,293,8.63
-0.7,-0.0013,0.586,1.275,1.499,1.0,0.0095,0.473,0.266,0,445,63,8.119
-0.59,-0.0013,0.601,1.538,1.089,1.0,0.0086,0.535,0.257,23,283,10,7.74
-0.4,-0.001,25.266,0.048,45.13,1.0,0.0006,0.089,0.587,31,389,409,8.757
-0.28,-0.001,0.435,2.157,0.748,1.0,0.0057,0.523,0.371,21,131,474,1.714
-0.21,-0.0008,0.319,2.61,1.208,1.0,0.0055,0.196,0.032,21,439,146,2.618
-0.34,-0.0007,0.576,1.714,0.932,1.0,0.0081,0.679,0.361,10,55,424,5.442
-0.39,-0.0005,0.653,1.328,1.381,1.0,0.0085,0.984,0.565,27,275,125,5.03
-0.26,-0.0003,5.532,0.177,10.943,1.0,0.0013,0.837,0.373,3,229,71,8.62
-0.25,-0.0003,1.834,0.491,3.417,1.0,0.0033,0.931,0.625,18,382,465,4.125
-0.33,-0.0002,0.632,1.581,0.846,1.0,0.0146,0.902,0.928,7,88,113,4.952
-0.22,-0.0002,1.169,0.749,1.688,1.0,0.0052,0.096,0.682,10,201,225,7.074
-0.29,-0.0002,0.54,1.816,0.892,1.0,0.0142,0.797,0.613,10,288,70,6.443
-0.29,-0.0002,0.708,1.144,1.637,1.0,0.0097,0.36,0.656,21,397,188,7.351
-0.12,-0.0001,0.446,2.28,0.462,1.0,0.0129,0.948,0.921,15,26,38,1.727
-0.13,-0.0001,0.305,3.184,0.492,1.0,0.0121,0.445,0.9,15,243,339,1.488
-0.12,-0.0001,0.3,2.746,0.828,1.0,0.0091,0.289,0.305,15,403,499,2.383
0.01,0.0,0.429,2.282,0.635,1.0,0.0083,0.494,0.232,5,420,241,4.301
-0.0,-0.0,0.785,1.169,1.267,1.0,0.0045,0.653,0.201,4,272,490,3.384
-0.02,-0.0,0.336,2.868,0.587,1.0,0.0083,0.007,0.2,0,204,260,6.94
0.08,0.0,0.487,1.997,0.585,1.0,0.0112,0.337,0.13,22,174,204,7.458
-0.02,-0.0,0.384,2.576,0.562,1.0,0.0117,0.317,0.002,30,364,373,8.722
0.02,0.0,0.428,2.35,0.502,1.0,0.012,0.971,0.868,4,245,393,1.588
0.08,0.0,2.862,0.315,5.551,1.0,0.0026,0.61,0.788,26,219,441,6.341
0.06,0.0,1.303,0.54,2.86,1.0,0.008,0.823,0.725,7,51,429,7.901
0.02,0.0,4.989,0.256,18.66,1.0,0.0025,0.34,0.277,31,381,193,8.199
0.09,0.0,0.853,1.085,1.203,1.0,0.0058,0.836,0.727,16,412,478,4.117
0.04,0.0,0.905,0.938,1.771,1.0,0.008,0.595,0.837,15,151,379,5.866
0.07,0.0,2.703,0.561,2.286,1.0,0.0085,0.939,0.691,8,10,1,3.514
0.25,0.0001,0.744,1.127,1.759,1.0,0.0131,0.757,0.951,15,413,77,7.222
0.26,0.0002,3.02,0.287,8.709,1.0,0.0033,0.933,0.786,18,420,385,8.745
0.33,0.0002,0.522,1.793,1.06,1.0,0.0144,0.708,0.603,27,281,346,8.182
0.51,0.0002,43.719,0.031,20.636,1.0,0.0002,0.842,0.42,29,42,182,8.904
0.47,0.0003,0.749,1.034,1.78,1.0,0.0135,0.632,0.974,0,385,378,7.914
0.21,0.0004,0.375,2.357,0.809,1.0,0.0081,0.56,0.278,17,367,122,1.612
0.29,0.0005,0.375,2.589,0.546,1.0,0.0122,0.437,0.273,10,374,315,4.168
0.4,0.0006,0.62,1.583,0.887,1.0,0.0117,0.631,0.306,8,370,214,7.263
0.5,0.0007,0.684,1.457,1.271,1.0,0.0104,0.879,0.775,13,165,196,6.252
0.27,0.0008,0.497,1.967,0.599,1.0,0.0118,0.667,0.043,18,43,311,3.953
0.51,0.0008,4.241,0.212,8.563,1.0,0.0014,0.796,0.091,15,55,72,8.947
1.6,0.0008,13.857,0.084,28.315,1.0,0.0018,0.609,0.949,3,4,278,7.007
0.61,0.0009,0.694,1.293,1.42,1.0,0.0107,0.527,0.634,0,134,478,8.069
0.64,0.0009,2.035,0.456,4.143,1.0,0.007,0.387,0.961,19,73,345,8.36
0.52,0.001,0.396,2.196,0.614,1.0,0.0132,0.059,0.778,0,207,337,5.134
0.69,0.0011,0.904,0.96,2.16,1.0,0.0088,0.741,0.996,15,258,127,6.01
0.87,0.0012,1.805,0.464,4.658,1.0,0.0069,0.856,0.984,2,432,288,8.99
0.41,0.0013,5.837,0.167,12.096,1.0,0.0012,0.66,0.321,0,183,428,7.693
0.23,0.0014,0.245,4.126,0.35,1.0,0.0076,0.087,0.048,18,199,381,1.834
0.6,0.0014,0.433,1.881,1.084,1.0,0.0102,0.389,0.448,11,445,386,4.373
0.9,0.0014,0.564,1.528,1.316,1.0,0.0144,0.626,0.731,15,432,195,7.187
0.4,0.0017,0.528,1.872,0.657,1.0,0.0062,0.154,0.318,20,139,16,6.302
0.67,0.0018,2.963,0.313,5.665,1.0,0.0021,0.834,0.34,25,165,74,8.192
1.19,0.0018,0.803,1.129,1.674,1.0,0.0147,0.63,0.971,21,37,352,8.629
0.54,0.0019,0.702,1.343,0.912,1.0,0.0058,0.191,0.474,6,203,117,5.277
0.96,0.0019,0.836,1.132,1.82,1.0,0.0105,0.788,0.837,30,217,281,7.971
0.95,0.0022,0.773,1.103,1.472,1.0,0.0093,0.51,0.968,1,383,175,6.278
2.15,0.0023,58.855,0.037,8.945,1.0,0.0001,0.543,0.321,14,8,71,6.106
1.48,0.0028,0.961,0.791,2.27,1.0,0.0099,0.493,0.508,31,134,67,8.175
0.46,0.0035,0.223,4.573,0.323,1.0,0.012,0.262,0.232,2,378,132,1.526
1.56,0.0036,0.87,0.955,1.861,1.0,0.0088,0.749,0.522,21,8,406,6.624
0.62,0.0036,0.306,3.061,0.512,1.0,0.0117,0.089,0.119,24,398,136,7.508
5.22,0.0039,4.858,0.246,1.409,1.0,0.0006,0.891,0.101,31,2,207,3.044
0.59,0.004,0.656,1.383,1.096,1.0,0.0039,0.348,0.105,2,59,434,6.618
0.79,0.0042,0.749,1.236,1.06,1.0,0.0051,0.966,0.841,3,281,160,2.002
0.96,0.0043,1.366,0.621,2.154,1.0,0.0042,0.078,0.611,27,296,200,7.447
1.73,0.0043,6.707,0.136,27.932,1.0,0.0021,0.45,0.577,3,9,128,8.199
0.76,0.0044,0.726,1.299,1.215,1.0,0.0046,0.543,0.013,4,185,428,5.993
1.19,0.0045,1.559,0.57,2.821,1.0,0.0051,0.369,0.843,20,391,278,7.26
1.51,0.0047,0.8,1.056,1.649,1.0,0.0095,0.836,0.887,23,287,112,7.594
0.94,0.005,0.597,1.635,0.821,1.0,0.0085,0.429,0.808,26,128,280,4.266
1.35,0.0054,1.245,0.798,4.255,1.0,0.0064,0.081,0.825,31,218,364,3.87
2.43,0.0055,1.281,0.833,3.632,1.0,0.0092,0.536,0.472,5,2,143,6.004
1.21,0.0062,1.318,0.671,2.281,1.0,0.0045,0.537,0.685,27,245,286,5.904
1.17,0.0067,11.637,0.085,10.042,1.0,0.0005,0.89,0.316,30,122,380,6.96
1.27,0.0068,4.914,0.199,13.322,1.0,0.0024,0.729,0.978,12,169,321,8.254
0.97,0.0071,0.36,2.721,0.451,1.0,0.0114,0.139,0.545,29,387,436,3.123
1.19,0.0071,0.486,2.098,0.564,1.0,0.014,0.294,0.481,12,169,232,5.772
1.06,0.0072,0.638,1.441,0.923,1.0,0.006,0.78,0.871,28,332,278,2.034
1.02,0.0072,0.37,2.84,0.452,1.0,0.0142,0.981,0.527,0,96,16,2.297
2.81,0.0072,1.687,0.6,2.844,1.0,0.012,0.089,0.936,24,225,120,8.749
1.43,0.0074,0.56,1.709,1.155,1.0,0.0094,0.8,0.043,4,391,433,6.829
1.31,0.0075,0.578,1.658,0.893,1.0,0.0087,0.881,0.673,27,326,21,3.142
5.34,0.0075,6.021,0.189,28.173,1.0,0.0091,0.242,0.746,24,11,207,4.312
1.91,0.0078,0.726,1.163,1.592,1.0,0.0102,0.303,0.914,21,431,176,6.224
1.68,0.0081,0.75,1.1,1.58,1.0,0.0087,0.948,0.867,29,93,300,4.946
0.96,0.0081,0.511,1.963,0.69,1.0,0.0074,0.555,0.512,2,79,454,3.22
1.21,0.0084,0.431,2.264,0.566,1.0,0.0108,0.013,0.876,26,368,90,3.65
2.31,0.0086,4.0,0.264,8.249,1.0,0.0059,0.345,0.951,22,16,243,7.093
1.87,0.009,0.55,1.594,1.015,1.0,0.0124,0.556,0.904,2,257,373,5.532
2.02,0.0092,0.517,1.714,0.934,1.0,0.0143,0.544,0.594,1,417,54,8.165
2.12,0.0093,1.059,0.809,2.275,1.0,0.0085,0.522,0.869,25,379,243,8.948
2.03,0.0093,0.486,1.758,1.048,1.0,0.0147,0.459,0.696,11,201,214,7.691
1.06,0.0093,0.551,1.753,0.581,1.0,0.0093,0.137,0.366,6,33,399,8.251
1.7,0.0096,0.622,1.526,0.812,1.0,0.0108,0.487,0.94,10,171,167,4.93
1.54,0.0096,1.807,0.5,3.187,1.0,0.0044,0.334,0.769,27,120,415,7.634
1.84,0.0097,0.817,1.023,1.661,1.0,0.0077,0.267,0.805,11,310,285,5.824
3.21,0.01,8.382,0.145,26.34,1.0,0.002,0.506,0.709,8,9,487,5.399
2.05,0.0107,1.905,0.504,2.439,1.0,0.0025,0.619,0.478,22,133,4,8.887
1.8,0.0112,0.751,1.185,1.542,1.0,0.008,0.648,0.56,18,304,230,7.169
1.46,0.0115,2.381,0.393,4.759,1.0,0.0021,0.771,0.095,27,140,457,7.942
1.92,0.0134,11.005,0.083,22.195,1.0,0.0007,0.776,0.578,4,62,228,7.551
5.19,0.0136,0.815,1.144,1.419,1.0,0.008,0.749,0.254,0,29,7,6.646
2.35,0.0137,1.012,0.754,2.773,1.0,0.0071,0.613,0.442,11,359,347,7.368
1.81,0.0139,0.676,1.391,0.708,1.0,0.0099,0.417,0.952,16,445,301,3.925
2.05,0.0144,0.626,1.465,1.152,1.0,0.0097,0.511,0.418,18,297,142,8.558
1.64,0.0146,0.356,2.593,0.673,1.0,0.0124,0.04,0.579,24,395,490,4.13
2.9,0.0153,0.934,0.896,2.13,1.0,0.0089,0.576,0.666,31,107,13,5.158
1.58,0.0154,0.474,2.106,0.479,1.0,0.0149,0.407,0.896,23,87,297,2.994
1.65,0.0154,2.21,0.456,7.572,1.0,0.0029,0.225,0.481,31,186,176,3.889
2.23,0.0157,0.551,1.73,0.94,1.0,0.0122,0.497,0.692,18,173,405,7.774
1.47,0.0169,0.528,1.859,0.659,1.0,0.008,0.719,0.677,10,93,127,2.775
1.57,0.0171,0.314,3.191,0.523,1.0,0.0141,0.919,0.081,21,163,490,2.658
2.62,0.0173,0.728,1.31,1.099,1.0,0.0112,0.346,0.731,20,158,457,8.423
2.92,0.0173,1.422,0.543,3.653,1.0,0.0062,0.729,0.551,21,335,332,8.135
1.25,0.0174,0.337,2.743,0.621,1.0,0.0078,0.261,0.995,12,424,43,1.044
2.19,0.018,6.503,0.183,22.214,1.0,0.0023,0.932,0.585,31,293,498,5.037
1.85,0.0183,3.906,0.232,7.075,1.0,0.0017,0.762,0.168,9,364,149,7.387
4.59,0.019,28.939,0.057,91.968,1.0,0.0005,0.726,0.967,30,2,171,2.63
1.32,0.0194,0.874,1.043,1.554,1.0,0.0033,0.086,0.361,14,212,87,4.245
3.44,0.0194,7.725,0.121,12.77,1.0,0.0008,0.576,0.324,3,21,65,7.779
3.74,0.0195,0.851,1.018,1.733,1.0,0.0126,0.71,0.966,15,15,171,6.293
2.16,0.0201,0.53,1.863,0.646,1.0,0.0143,0.634,0.292,13,395,52,5.536
1.48,0.0201,0.632,1.432,0.996,1.0,0.0049,0.265,0.627,20,362,283,2.392
2.12,0.0205,0.45,2.256,0.537,1.0,0.0144,0.225,0.72,29,331,124,4.72
2.24,0.0205,0.438,2.307,0.61,1.0,0.0147,0.456,0.439,28,321,345,5.887
1.51,0.0211,0.756,1.17,1.19,1.0,0.004,0.241,0.421,20,398,142,3.172
3.21,0.0214,0.545,1.74,1.585,1.0,0.0136,0.226,0.742,31,182,235,5.086
4.72,0.0214,1.064,0.832,2.431,1.0,0.0084,0.879,0.467,30,22,282,8.469
3.13,0.0216,0.51,1.775,1.188,1.0,0.015,0.726,0.946,21,191,81,6.36
3.04,0.0226,2.969,0.291,11.119,1.0,0.004,0.984,0.796,15,393,275,8.112
7.74,0.0229,5.08,0.257,13.765,1.0,0.009,0.337,0.998,24,30,176,4.292
1.89,0.0234,2.66,0.34,4.497,1.0,0.0021,0.584,0.474,3,144,493,6.728
1.33,0.0238,0.306,3.176,0.394,1.0,0.0092,0.204,0.959,21,105,362,1.046
3.57,0.0245,1.79,0.671,5.827,1.0,0.0078,0.079,0.943,31,350,169,5.912
3.41,0.0252,0.776,1.166,1.646,1.0,0.0105,0.751,0.943,2,160,138,6.787
