usd_gain,reward,PL_ratio,PL_count_mean,hold_ratio,slope_indicator,StopLoss,enter_at,close_at,typeMA,MA_period,ATR_period,ATR_multi
-8.31,-0.4626,0.587,1.762,3.971,1.0,0.0071,0.058,0.406,31,308,6,1.713
-11.57,-0.4618,1.045,0.848,2.007,1.0,0.0062,0.409,0.524,12,301,499,8.64
-9.0,-0.4615,0.489,2.005,0.676,1.0,0.0095,0.52,0.629,29,321,318,3.304
-12.22,-0.4604,1.003,0.872,1.969,1.0,0.0069,0.547,0.78,23,303,416,6.41
-9.39,-0.4602,0.492,1.899,0.749,1.0,0.0094,0.31,0.819,9,229,206,3.017
-14.27,-0.4557,0.492,1.848,1.07,1.0,0.0147,0.447,0.47,14,394,481,8.012
-11.67,-0.4553,0.554,1.606,1.114,1.0,0.0101,0.025,0.841,15,347,457,5.267
-15.91,-0.4538,0.585,1.412,1.329,1.0,0.013,0.74,0.779,15,433,143,5.939
-5.98,-0.4509,0.535,1.739,0.637,1.0,0.0053,0.478,0.056,16,284,90,3.721
-38.47,-0.4507,18.141,0.046,9.792,1.0,0.0003,0.46,0.156,24,104,60,8.852
-10.57,-0.4496,0.906,1.03,1.951,1.0,0.0057,0.707,0.482,17,44,498,8.858
-17.64,-0.4493,0.777,1.067,1.513,1.0,0.0092,0.885,0.576,1,22,254,6.933
-8.56,-0.448,0.583,1.621,0.76,1.0,0.0081,0.185,0.751,5,100,288,4.724
-14.95,-0.4472,0.724,1.344,0.905,1.0,0.0144,0.409,0.9,8,339,212,7.879
-10.3,-0.4424,2.273,0.398,4.657,1.0,0.0034,0.594,0.731,26,358,261,7.215
-12.41,-0.4405,0.587,1.678,0.802,1.0,0.0144,0.614,0.349,9,171,292,8.039
-9.44,-0.4358,0.574,1.706,0.814,1.0,0.009,0.701,0.755,25,178,257,3.698
-9.04,-0.4349,0.789,1.16,1.296,1.0,0.0057,0.695,0.717,22,314,468,3.015
-13.1,-0.4337,0.706,1.367,1.0,1.0,0.0126,0.391,0.891,19,377,276,8.132
-9.56,-0.4336,0.396,2.425,0.596,1.0,0.0119,0.321,0.761,14,233,148,3.337
-9.37,-0.4321,2.013,0.433,3.36,1.0,0.0034,0.31,0.944,15,102,201,5.205
-12.82,-0.432,0.409,1.948,0.832,1.0,0.0137,0.339,0.547,15,415,411,5.36
-7.61,-0.4315,0.273,3.147,0.697,1.0,0.0119,0.052,0.626,21,430,295,2.582
-12.39,-0.4282,1.19,0.701,2.407,1.0,0.0062,0.207,0.781,11,290,430,7.008
-8.46,-0.4274,1.464,0.61,2.343,1.0,0.0033,0.27,0.382,25,400,121,6.622
-9.75,-0.4268,2.364,0.385,4.438,1.0,0.0035,0.332,0.709,11,70,442,7.732
-10.05,-0.4153,3.124,0.292,7.23,1.0,0.0029,0.27,0.817,15,336,411,7.416
-7.46,-0.4143,1.23,0.705,1.408,1.0,0.0018,0.63,0.337,16,143,1,7.453
-10.06,-0.4073,1.068,0.791,1.762,1.0,0.0053,0.539,0.944,4,260,338,4.51
-9.05,-0.4016,0.6,1.621,0.809,1.0,0.0084,0.437,0.409,23,158,7,6.899
-10.02,-0.3979,0.544,1.462,1.331,1.0,0.0084,0.033,0.524,21,396,89,7.031
-9.73,-0.3968,0.515,1.654,1.005,1.0,0.0089,0.117,0.751,0,269,74,4.808
-8.97,-0.3962,0.662,1.393,0.76,1.0,0.01,0.47,0.642,13,185,485,5.097
-9.13,-0.3955,0.573,1.657,0.872,1.0,0.0085,0.334,0.388,27,273,151,6.452
-12.22,-0.3951,0.763,1.252,0.953,1.0,0.0121,0.155,0.795,19,167,293,8.098
-8.13,-0.3949,0.36,2.689,0.578,1.0,0.0123,0.979,0.386,4,410,37,2.186
-7.15,-0.3934,0.442,2.232,0.565,1.0,0.0088,0.421,0.128,18,206,67,4.583
-9.51,-0.392,0.569,1.609,0.767,1.0,0.0092,0.017,0.999,20,436,164,3.996
-6.4,-0.3913,0.565,1.727,0.886,1.0,0.0052,0.578,0.29,4,308,82,2.327
-7.16,-0.3888,0.471,2.125,0.609,1.0,0.0097,0.256,0.14,30,141,479,8.497
-12.91,-0.3885,0.752,1.208,1.048,1.0,0.0115,0.316,0.756,26,83,153,8.219
-17.87,-0.3879,7.256,0.145,53.401,1.0,0.0016,0.844,0.838,19,26,269,7.751
-5.33,-0.3866,0.51,1.862,0.772,1.0,0.0046,0.957,0.196,28,231,54,1.563
-8.13,-0.3861,0.305,2.923,0.558,1.0,0.013,0.787,0.545,17,403,120,1.475
-8.96,-0.3798,0.457,2.244,0.626,1.0,0.0132,0.876,0.585,5,303,88,3.587
-11.98,-0.3793,21.954,0.04,40.621,1.0,0.0006,0.79,0.894,25,47,344,8.399
-12.25,-0.3783,1.523,0.541,3.524,1.0,0.0055,0.505,0.9,0,370,83,6.23
-11.51,-0.3783,0.614,1.654,0.835,1.0,0.013,0.837,0.03,13,341,14,6.5
-8.42,-0.3739,0.493,2.196,0.662,1.0,0.0148,0.69,0.646,25,77,409,4.4
-6.42,-0.3738,0.659,1.366,1.122,1.0,0.0045,0.933,0.524,30,425,112,1.433
-6.88,-0.3733,0.314,3.164,0.347,1.0,0.0145,0.27,0.913,11,125,42,1.938
-5.78,-0.3718,0.806,1.115,1.215,1.0,0.0036,0.176,0.557,5,443,128,2.915
-6.02,-0.3708,0.858,1.034,1.084,1.0,0.0038,0.247,0.376,12,53,467,6.407
-7.53,-0.3698,1.115,0.807,1.823,1.0,0.0038,0.888,0.974,1,323,112,1.936
-8.15,-0.3686,1.161,0.737,1.541,1.0,0.0044,0.047,0.6,13,422,492,6.766
-7.29,-0.3664,1.578,0.584,2.422,1.0,0.0029,0.309,0.47,2,366,23,5.347
-5.21,-0.3664,0.501,1.876,0.748,1.0,0.005,0.553,0.033,17,105,241,2.197
-8.29,-0.3654,0.513,1.819,0.81,1.0,0.0085,0.431,0.444,4,350,23,4.516
-7.44,-0.3649,0.469,2.258,0.51,1.0,0.012,0.313,0.098,18,173,50,7.651
-9.44,-0.3613,0.642,1.54,0.669,1.0,0.0132,0.691,0.861,8,287,495,3.558
-6.53,-0.3612,0.537,1.86,0.565,1.0,0.0119,0.31,0.363,25,35,198,5.967
-8.07,-0.3585,1.549,0.574,2.741,1.0,0.0034,0.056,0.544,17,406,421,5.289
-11.4,-0.358,0.512,1.772,0.904,1.0,0.0135,0.608,0.932,23,344,484,4.759
-15.06,-0.355,1.019,0.91,1.401,1.0,0.012,0.005,0.927,6,69,38,8.79
-5.82,-0.352,0.597,1.549,0.847,1.0,0.0047,0.415,0.113,6,177,156,3.692
-7.67,-0.3516,22.678,0.045,19.587,1.0,0.0004,0.991,0.437,0,202,453,7.556
-12.41,-0.3485,0.726,1.243,0.977,1.0,0.0117,0.378,0.865,30,115,291,7.099
-8.98,-0.3464,0.435,2.474,0.644,1.0,0.0138,0.703,0.75,30,372,67,3.864
-7.12,-0.3442,0.312,3.286,0.381,1.0,0.0147,0.007,0.512,11,187,381,4.213
-7.76,-0.3407,0.382,2.574,0.565,1.0,0.012,0.481,0.049,1,313,135,5.634
-11.56,-0.3394,0.566,1.583,1.03,1.0,0.0129,0.535,0.61,28,266,218,8.478
-7.29,-0.3387,0.583,1.57,0.976,1.0,0.0064,0.893,0.089,17,244,296,2.468
-7.88,-0.3367,0.414,2.223,0.749,1.0,0.01,0.067,0.828,11,285,203,3.171
-7.31,-0.3349,0.459,2.115,0.679,1.0,0.0092,0.19,0.209,4,266,189,8.372
-11.28,-0.3345,0.563,1.687,1.018,1.0,0.013,0.827,0.861,30,311,476,5.473
-6.18,-0.333,0.331,2.53,0.897,1.0,0.0082,0.176,0.39,15,395,333,2.711
-13.14,-0.3291,0.654,1.301,1.607,1.0,0.009,0.974,0.529,16,156,101,7.168
-4.88,-0.3279,0.307,3.206,0.55,1.0,0.008,0.205,0.835,0,197,414,1.018
-8.31,-0.3264,0.514,1.87,0.818,1.0,0.0094,0.293,0.324,21,106,72,8.992
-6.32,-0.325,0.374,2.541,0.634,1.0,0.0086,0.567,0.13,18,403,396,2.255
-4.9,-0.3244,0.187,4.857,0.505,1.0,0.0132,0.161,0.245,21,446,42,1.964
-7.06,-0.3235,0.598,1.551,0.862,1.0,0.0062,0.688,0.589,26,327,179,2.496
-8.62,-0.3223,1.651,0.487,4.158,1.0,0.0034,0.604,0.128,0,381,170,7.275
-10.27,-0.3183,0.661,1.396,0.856,1.0,0.0127,0.38,0.475,13,415,355,8.727
-7.84,-0.3162,0.473,2.034,0.833,1.0,0.0097,0.729,0.442,22,380,123,3.439
-7.97,-0.3116,2.799,0.309,5.05,1.0,0.0026,0.219,0.672,23,416,413,7.416
-10.25,-0.3108,0.848,0.932,1.941,1.0,0.0074,0.366,0.542,14,283,334,7.559
-10.41,-0.3096,0.472,2.026,2.169,1.0,0.0134,0.948,0.921,31,312,247,1.291
-5.14,-0.3071,0.355,2.739,0.404,1.0,0.0097,0.015,0.544,30,178,343,2.747
-8.36,-0.3059,0.395,2.469,0.506,1.0,0.014,0.084,0.79,27,350,67,4.283
-9.24,-0.3027,0.553,1.682,0.803,1.0,0.0121,0.629,0.893,4,212,414,4.351
-9.88,-0.3006,0.575,1.552,0.992,1.0,0.0106,0.657,0.967,10,346,188,4.565
-7.85,-0.2979,0.949,0.972,1.622,1.0,0.0053,0.296,0.628,17,301,8,4.618
-9.24,-0.2966,1.982,0.431,3.819,1.0,0.0038,0.728,0.989,17,279,273,6.392
-7.2,-0.2961,1.344,0.658,1.886,1.0,0.0041,0.198,0.807,22,130,190,5.566
-6.94,-0.2955,0.605,1.579,0.657,1.0,0.0095,0.938,0.413,13,205,60,3.214
-9.07,-0.2949,2.342,0.377,4.745,1.0,0.0035,0.578,0.952,17,414,270,6.018
-9.86,-0.2877,0.555,1.759,0.687,1.0,0.0131,0.196,0.665,3,288,131,7.996
-16.51,-0.2827,0.8,1.012,1.553,1.0,0.0123,0.828,0.516,8,95,317,8.654
-9.46,-0.2814,0.842,1.162,1.17,1.0,0.0101,0.128,0.73,16,154,153,8.591
-7.99,-0.281,0.653,1.397,0.972,1.0,0.0082,0.194,0.534,1,226,191,7.178
-10.12,-0.2781,0.519,1.848,1.02,1.0,0.0134,0.752,0.501,6,353,422,7.225
-9.43,-0.2734,0.736,1.369,0.9,1.0,0.0135,0.236,0.656,13,333,18,8.595
-9.08,-0.2718,0.411,2.294,0.959,1.0,0.0146,0.666,0.348,17,448,257,5.296
-5.98,-0.2713,0.56,1.582,1.001,1.0,0.0058,0.076,0.22,10,436,457,7.558
-16.69,-0.2708,0.807,1.138,3.711,1.0,0.0092,0.777,0.405,8,33,331,8.835
-6.18,-0.2688,0.685,1.366,0.937,1.0,0.0055,0.496,0.79,18,244,127,2.295
-45.89,-0.2676,2.251,0.15,3.776,1.0,0.002,0.978,0.045,14,63,11,6.921
-5.85,-0.2674,0.419,2.295,0.658,1.0,0.0085,0.19,0.838,28,401,316,2.411
-6.02,-0.2665,1.35,0.642,2.051,1.0,0.0032,0.055,0.732,11,155,430,3.931
-6.23,-0.2647,0.584,1.684,0.673,1.0,0.0088,0.257,0.692,26,76,162,4.486
-9.02,-0.2634,1.749,0.488,3.734,1.0,0.0044,0.88,0.959,9,184,268,7.039
-7.4,-0.2628,0.467,2.131,0.598,1.0,0.0123,0.857,0.194,22,259,151,3.663
-5.34,-0.2597,0.754,1.275,0.971,1.0,0.0052,0.627,0.897,19,174,65,2.915
-27.65,-0.2597,0.385,1.571,0.674,1.0,0.012,0.749,0.114,1,2,306,4.565
-12.15,-0.2594,0.627,1.365,1.386,1.0,0.0134,0.838,0.985,28,419,207,7.316
-5.03,-0.2588,0.448,2.093,0.769,1.0,0.006,0.094,0.121,25,380,284,6.741
-17.74,-0.2553,1.356,0.57,1.87,1.0,0.0024,0.884,0.252,5,149,3,7.245
-7.95,-0.253,0.493,2.031,0.701,1.0,0.0127,0.397,0.267,5,374,495,8.308
-6.49,-0.2521,1.261,0.71,2.223,1.0,0.0036,0.837,0.491,12,349,158,3.336
-7.09,-0.2518,0.518,1.663,0.877,1.0,0.0086,0.003,0.921,2,346,459,3.807
-4.24,-0.2512,0.287,3.371,0.544,1.0,0.0082,0.115,0.123,21,216,365,4.176
-6.77,-0.2499,0.595,1.552,1.035,1.0,0.0067,0.909,0.071,26,288,379,4.014
-6.42,-0.2473,0.63,1.539,0.848,1.0,0.0069,0.675,0.946,4,218,236,2.468
-9.41,-0.2438,1.188,0.764,2.051,1.0,0.0067,0.401,0.963,9,263,342,7.47
-10.96,-0.243,0.574,1.48,1.069,1.0,0.013,0.613,0.772,23,249,72,8.979
-17.4,-0.2426,0.47,1.615,1.064,1.0,0.0148,0.682,0.05,12,11,181,8.466
-6.58,-0.2405,0.889,0.983,1.319,1.0,0.0057,0.257,0.589,2,66,459,5.9
-6.77,-0.2394,0.774,1.058,1.816,1.0,0.0052,0.959,0.801,15,422,198,1.653
-7.45,-0.2369,0.738,1.224,1.0,1.0,0.0072,0.383,0.983,7,389,61,4.124
-6.1,-0.2368,2.204,0.405,3.904,1.0,0.0025,0.636,0.597,30,199,290,5.857
-8.41,-0.2358,1.051,0.819,1.576,1.0,0.0061,0.075,0.694,1,320,66,8.625
-16.79,-0.2357,0.885,0.928,1.835,1.0,0.0143,0.888,0.961,24,304,199,6.766
-6.07,-0.2343,0.441,2.363,0.533,1.0,0.0147,0.615,0.24,3,163,207,4.383
-6.11,-0.2323,5.372,0.171,8.568,1.0,0.0016,0.387,0.668,26,98,22,8.578
-10.22,-0.2318,0.54,1.713,0.813,1.0,0.0141,0.054,0.847,6,395,252,8.628
-8.41,-0.2309,3.999,0.214,14.031,1.0,0.0027,0.873,0.562,11,319,298,8.954
-9.9,-0.2258,1.532,0.556,3.56,1.0,0.0064,0.713,0.91,25,159,186,8.156
-5.64,-0.222,1.796,0.51,2.774,1.0,0.0027,0.682,0.944,4,348,412,2.475
-11.11,-0.2196,0.65,1.355,1.081,1.0,0.013,0.718,0.789,7,385,101,8.297
-4.48,-0.2184,0.437,1.952,1.318,1.0,0.0055,0.424,0.179,15,395,324,2.101
-6.62,-0.2183,0.646,1.434,1.109,1.0,0.0078,0.625,0.654,2,76,440,4.67
-5.73,-0.2169,1.686,0.518,2.344,1.0,0.003,0.068,0.594,25,235,441,6.15
-5.78,-0.2151,0.425,2.258,0.759,1.0,0.0089,0.711,0.453,6,417,4,2.239
-7.31,-0.2116,0.424,2.296,0.58,1.0,0.0144,0.267,0.719,27,329,72,4.736
-6.86,-0.2114,1.091,0.801,1.559,1.0,0.0054,0.342,0.878,5,211,482,4.874
-6.29,-0.2109,0.484,2.098,0.6,1.0,0.0109,0.33,0.334,28,230,41,7.307
-8.7,-0.2088,1.058,0.853,1.669,1.0,0.007,0.799,0.893,7,132,69,5.695
-6.64,-0.2075,0.579,1.646,0.527,1.0,0.0138,0.257,0.448,7,236,2,6.139
-10.15,-0.2061,1.085,0.765,2.718,1.0,0.0088,0.278,0.956,15,359,287,7.901
-6.45,-0.2059,0.782,1.13,1.105,1.0,0.0061,0.01,0.954,10,327,395,3.718
-8.03,-0.2058,2.461,0.377,4.726,1.0,0.0046,0.305,0.928,8,292,295,8.709
-6.04,-0.2051,0.369,2.326,0.917,1.0,0.0097,0.548,0.286,21,427,272,2.966
-7.07,-0.2048,0.423,2.289,0.518,1.0,0.0142,0.144,0.839,28,432,68,4.331
-6.59,-0.2045,1.055,0.818,1.509,1.0,0.005,0.191,0.794,28,309,66,5.454
-6.69,-0.2036,0.546,1.659,0.691,1.0,0.0098,0.186,0.656,9,167,190,4.722
-3.99,-0.2035,0.676,1.341,1.236,1.0,0.0036,0.451,0.128,11,151,204,2.657
-6.31,-0.2031,0.475,2.115,0.586,1.0,0.0116,0.415,0.238,23,178,338,6.107
-10.52,-0.2024,0.53,1.606,1.04,1.0,0.0143,0.624,0.738,14,305,5,6.14
-7.12,-0.2022,1.442,0.642,2.381,1.0,0.0057,0.039,0.588,24,195,366,6.553
-5.71,-0.2016,0.252,3.607,1.188,1.0,0.0143,0.012,0.289,31,191,232,4.677
-9.82,-0.2009,0.587,1.579,0.884,1.0,0.0141,0.274,0.904,27,378,22,7.463
-10.22,-0.1996,0.698,1.227,1.506,1.0,0.0117,0.714,0.719,14,199,424,7.511
-4.74,-0.1968,0.764,1.111,1.918,1.0,0.0039,0.514,0.25,21,392,49,2.407
-11.81,-0.195,0.624,1.231,1.66,1.0,0.0116,0.905,0.361,0,319,12,7.919
-3.62,-0.1948,0.337,2.557,1.438,1.0,0.0058,0.174,0.114,31,98,99,2.194
-4.07,-0.1946,0.654,1.46,0.839,1.0,0.0045,0.749,0.887,3,90,415,1.868
-4.63,-0.1941,0.57,1.663,0.826,1.0,0.0056,0.288,0.423,18,221,482,2.834
-4.29,-0.1931,0.708,1.229,1.21,1.0,0.0038,0.748,0.82,3,429,88,1.136
-4.12,-0.1869,0.554,1.648,0.595,1.0,0.0075,0.472,0.294,16,194,41,3.642
-5.81,-0.1804,0.367,2.733,0.525,1.0,0.0133,0.859,0.865,10,378,279,1.888
-6.42,-0.1791,0.459,2.306,0.764,1.0,0.013,0.448,0.208,27,279,238,7.96
-5.55,-0.1775,0.723,1.284,0.998,1.0,0.0057,0.401,0.197,9,139,123,7.319
-4.62,-0.1754,0.491,1.952,0.559,1.0,0.0083,0.261,0.468,29,172,181,3.916
-7.46,-0.1753,0.581,1.616,1.027,1.0,0.0106,0.531,0.627,27,308,117,6.848
-7.43,-0.1752,0.641,1.309,1.32,1.0,0.0091,0.06,0.857,21,330,416,5.371
-4.7,-0.1734,0.498,2.18,0.527,1.0,0.0125,0.895,0.83,18,82,64,2.569
-5.96,-0.1727,0.631,1.468,0.915,1.0,0.0078,0.395,0.578,20,244,411,5.238
-3.26,-0.1718,0.302,3.315,0.566,1.0,0.0073,0.146,0.539,21,196,250,1.355
-10.11,-0.1713,0.621,1.489,2.185,1.0,0.0137,0.01,0.368,31,419,341,7.885
-5.2,-0.1712,51.729,0.026,45.464,1.0,0.0003,0.97,0.023,31,402,117,8.135
-7.89,-0.168,0.569,1.547,0.915,1.0,0.0118,0.38,0.716,12,400,220,6.439
-5.12,-0.1666,0.453,2.128,0.692,1.0,0.0087,0.092,0.369,1,353,418,5.463
-5.39,-0.1655,0.737,1.215,1.033,1.0,0.0058,0.24,0.841,4,284,429,3.211
-4.2,-0.1655,0.401,2.526,0.51,1.0,0.0091,0.604,0.1,0,84,105,3.333
-4.61,-0.1644,0.946,0.947,1.215,1.0,0.0043,0.367,0.855,13,217,446,3.66
-6.31,-0.1631,0.549,1.701,0.819,1.0,0.0103,0.363,0.699,28,353,403,4.947
-6.1,-0.1631,2.846,0.324,5.839,1.0,0.0025,0.814,0.56,10,149,206,7.53
-4.96,-0.1585,0.415,2.443,0.49,1.0,0.0132,0.84,0.388,2,154,402,2.596
-6.97,-0.1583,0.875,1.086,1.279,1.0,0.0086,0.286,0.735,13,334,62,8.759
-6.04,-0.1576,0.801,1.114,1.26,1.0,0.0065,0.247,0.531,12,324,119,6.982
-5.48,-0.1572,11.153,0.094,28.577,1.0,0.0011,0.798,0.913,25,148,195,8.865
-4.35,-0.1557,0.318,3.198,0.355,1.0,0.0143,0.083,0.897,20,338,221,1.966
-4.53,-0.1556,0.398,2.497,0.488,1.0,0.0103,0.026,0.478,10,232,40,5.289
-5.99,-0.155,0.725,1.214,0.888,1.0,0.0076,0.322,0.72,7,246,208,5.423
-4.4,-0.1515,0.452,2.102,0.677,1.0,0.0083,0.814,0.103,28,171,407,3.313
-5.99,-0.1514,0.355,2.549,0.561,1.0,0.0136,0.235,0.89,15,251,415,3.049
-6.31,-0.1514,1.741,0.438,4.526,1.0,0.0036,0.861,0.305,11,389,398,4.84
-4.5,-0.1486,10.749,0.086,3.884,1.0,0.0002,0.371,0.236,29,21,159,5.261
-12.92,-0.1475,3.964,0.323,14.444,1.0,0.0096,0.13,0.85,24,70,420,8.291
-3.42,-0.1461,0.33,2.908,0.431,1.0,0.0083,0.348,0.731,5,289,102,1.513
-5.22,-0.145,0.525,1.954,0.617,1.0,0.0146,0.75,0.271,9,106,8,4.344
-27.34,-0.1447,2.035,0.459,4.919,1.0,0.0128,0.895,0.895,16,171,15,8.95
-4.79,-0.1439,0.622,1.493,0.941,1.0,0.0059,0.461,0.08,29,312,115,6.737
-4.63,-0.142,0.302,3.485,0.488,1.0,0.0144,0.361,0.783,14,253,1,2.949
-4.84,-0.1417,0.378,2.689,0.453,1.0,0.0126,0.467,0.83,30,361,334,2.063
-4.94,-0.1415,0.511,1.998,0.709,1.0,0.011,0.604,0.353,1,85,236,5.478
-10.11,-0.1389,0.648,1.173,1.379,1.0,0.013,0.919,0.785,31,106,188,5.112
-3.52,-0.1386,0.261,3.705,0.449,1.0,0.011,0.782,0.308,4,395,244,1.173
-3.33,-0.138,0.726,1.324,0.931,1.0,0.004,0.485,0.243,16,97,85,5.403
-6.68,-0.1362,0.735,1.242,0.843,1.0,0.0133,0.714,0.744,19,339,385,5.007
-7.85,-0.135,1.011,0.824,2.329,1.0,0.0078,0.756,0.588,1,400,315,8.761
-5.4,-0.1303,0.594,1.5,1.056,1.0,0.0079,0.429,0.316,29,437,356,6.56
-3.65,-0.1298,0.275,3.332,0.643,1.0,0.0101,0.018,0.276,11,339,250,4.946
-7.75,-0.1276,0.854,0.939,1.718,1.0,0.0084,0.756,0.68,12,445,83,7.869
-3.27,-0.1256,0.384,2.512,0.474,1.0,0.0078,0.133,0.428,23,151,137,2.747
-7.24,-0.1238,3.022,0.285,7.373,1.0,0.0022,0.931,0.304,12,98,233,8.818
-4.94,-0.1234,0.646,1.456,0.958,1.0,0.0077,0.74,0.866,28,133,362,3.708
-4.34,-0.1232,0.384,2.143,1.014,1.0,0.0083,0.542,0.386,21,425,363,2.155
-6.78,-0.1229,0.946,0.834,2.534,1.0,0.0071,0.401,0.5,21,392,91,8.378
-4.28,-0.1228,0.597,1.586,0.746,1.0,0.0066,0.196,0.581,18,220,180,3.658
-5.23,-0.1225,0.387,2.525,0.578,1.0,0.0134,0.442,0.878,6,422,37,2.924
-7.42,-0.1219,0.566,1.66,0.765,1.0,0.0143,0.404,0.751,12,379,11,7.077
-5.4,-0.1187,2.18,0.441,3.455,1.0,0.0026,0.787,0.157,9,359,2,7.509
-4.85,-0.1184,0.622,1.499,1.016,1.0,0.0074,0.612,0.203,13,149,196,7.027
-12.57,-0.1175,0.653,1.33,2.995,1.0,0.0095,0.848,0.224,13,34,109,8.985
-6.26,-0.1165,13.284,0.072,13.724,1.0,0.0005,0.853,0.192,21,72,92,8.761
-18.49,-0.1159,6.813,0.084,18.065,1.0,0.0008,0.795,0.581,1,2,265,3.294
-4.0,-0.1157,0.52,1.69,1.051,1.0,0.0064,0.806,0.786,24,346,307,1.567
-5.51,-0.1151,0.643,1.342,1.124,1.0,0.0083,0.22,0.457,27,374,336,7.54
-9.72,-0.1146,0.585,1.562,1.072,1.0,0.0067,0.179,0.104,13,5,60,7.182
-3.58,-0.1112,0.299,3.284,0.599,1.0,0.0105,0.222,0.539,0,282,22,2.701
-6.73,-0.1105,0.626,1.541,1.122,1.0,0.0127,0.54,0.785,25,129,220,8.148
-8.26,-0.1095,0.606,1.572,1.227,1.0,0.014,0.93,0.653,12,195,208,8.742
-5.97,-0.1078,0.838,1.084,1.345,1.0,0.0086,0.507,0.687,8,290,326,8.052
-4.68,-0.1075,0.412,2.419,0.47,1.0,0.014,0.024,0.573,28,381,499,5.215
-6.88,-0.1064,0.848,0.994,2.114,1.0,0.0085,0.845,0.684,17,427,239,8.112
-4.42,-0.1051,0.445,2.301,0.669,1.0,0.0103,0.569,0.547,30,404,302,3.365
-4.45,-0.1039,0.781,1.152,0.941,1.0,0.0063,0.161,0.406,7,251,169,8.517
-5.22,-0.1037,0.915,1.036,1.283,1.0,0.0086,0.377,0.681,19,51,217,6.485
-4.5,-0.101,1.037,0.841,1.564,1.0,0.0049,0.07,0.973,10,340,194,4.024
-9.25,-0.1,0.783,1.099,1.58,1.0,0.0131,0.795,0.959,21,361,5,7.04
-11.01,-0.0991,0.708,1.38,1.632,1.0,0.0107,0.969,0.473,16,17,396,6.744
-3.36,-0.0985,0.328,3.11,0.362,1.0,0.0134,0.745,0.687,2,228,236,1.334
-5.89,-0.0973,0.426,1.967,0.862,1.0,0.0137,0.287,0.636,15,289,20,6.635
-2.81,-0.0958,0.3,3.103,0.585,1.0,0.008,0.116,0.219,21,246,261,3.374
-5.18,-0.0954,0.504,1.947,0.725,1.0,0.0127,0.337,0.433,23,265,139,8.05
-4.59,-0.0951,0.441,2.162,0.479,1.0,0.0139,0.008,0.818,27,231,464,3.958
-3.87,-0.0931,0.349,3.058,0.498,1.0,0.0129,0.712,0.988,9,287,46,1.47
-3.98,-0.093,0.48,1.984,0.475,1.0,0.0134,0.186,0.264,7,260,9,7.929
-5.45,-0.0923,0.635,1.402,1.293,1.0,0.0096,0.65,0.517,6,61,201,8.208
-4.26,-0.0919,11.605,0.083,8.079,1.0,0.0004,0.854,0.297,29,151,34,5.93
-3.2,-0.091,0.393,2.442,0.536,1.0,0.0091,0.859,0.907,14,121,355,1.257
-3.85,-0.0903,0.386,2.456,0.469,1.0,0.0123,0.762,0.69,15,112,425,1.961
-4.93,-0.0893,0.691,1.366,0.96,1.0,0.009,0.537,0.316,9,145,69,8.41
-4.45,-0.087,0.871,1.078,1.09,1.0,0.007,0.132,0.608,26,122,9,7.769
-6.25,-0.0861,1.223,0.745,2.457,1.0,0.0086,0.462,0.839,28,73,176,8.371
-5.79,-0.084,0.557,1.824,1.075,1.0,0.0128,0.967,0.563,24,88,240,2.767
-3.85,-0.0835,0.515,2.01,0.66,1.0,0.0095,0.727,0.527,26,222,176,3.476
-4.89,-0.0831,0.642,1.403,1.184,1.0,0.0091,0.632,0.737,23,340,288,4.705
-3.59,-0.0826,0.585,1.614,0.833,1.0,0.0073,0.298,0.403,24,203,106,4.686
-5.46,-0.0811,0.398,2.135,0.819,1.0,0.0145,0.315,0.647,11,349,126,6.119
-4.32,-0.0808,0.492,1.982,0.599,1.0,0.0124,0.464,0.844,4,246,244,3.452
-5.26,-0.079,1.508,0.583,3.353,1.0,0.0058,0.657,0.925,29,286,212,7.244
-3.02,-0.0778,1.487,0.61,2.421,1.0,0.0024,0.962,0.47,10,91,197,3.649
-2.59,-0.077,0.358,2.751,0.543,1.0,0.0081,0.513,0.92,0,131,375,1.079
-3.5,-0.0744,0.457,2.158,0.488,1.0,0.014,0.309,0.377,27,139,394,4.703
-3.66,-0.0732,0.46,2.231,0.816,1.0,0.0101,0.474,0.137,23,309,455,6.07
-4.91,-0.0715,0.652,1.565,0.653,1.0,0.0138,0.056,0.746,17,105,114,8.916
-5.27,-0.0706,0.902,0.883,2.223,1.0,0.0076,0.463,0.806,11,427,130,5.527
-4.03,-0.0693,0.439,2.282,0.575,1.0,0.0141,0.264,0.291,25,302,275,7.744
-4.37,-0.0675,0.666,1.136,1.667,1.0,0.0073,0.423,0.373,0,431,141,5.462
-2.11,-0.0669,0.393,2.554,0.443,1.0,0.0082,0.308,0.109,5,72,459,4.087
-5.6,-0.0662,0.825,1.106,1.501,1.0,0.0107,0.618,0.709,7,178,371,8.799
-5.1,-0.0661,0.614,1.447,1.028,1.0,0.0111,0.564,0.786,17,379,79,5.459
-4.35,-0.066,0.478,2.084,0.669,1.0,0.0149,0.613,0.743,6,302,308,4.297
-4.04,-0.0643,0.648,1.38,1.224,1.0,0.0079,0.671,0.435,22,108,391,7.058
-2.95,-0.0631,0.446,2.286,0.512,1.0,0.0126,0.837,0.607,25,134,276,2.135
-5.64,-0.0626,0.728,1.194,1.421,1.0,0.0113,0.379,0.939,15,201,87,7.62
