reward,StopLoss,enter_at,close_at,typeMA,MA_period,ATR_period,ATR_multi
-0.02937569,0.0066,0.304,0.776,29,7,643,14.148
-0.02937321,0.0108,0.402,0.994,24,27,595,12.493
-0.0293727,0.0038,0.335,0.961,26,6,888,14.274
-0.02937134,0.0083,0.386,0.986,30,13,215,12.856
-0.02936525,0.0064,0.107,0.872,11,20,371,13.915
-0.02933419,0.007,0.678,0.926,27,7,507,10.183
-0.02933209,0.0043,0.288,0.902,6,22,204,14.408
-0.02932804,0.0085,0.055,0.978,21,23,650,12.901
-0.02930837,0.005,0.281,0.788,29,7,734,12.371
-0.02929882,0.0108,0.489,0.905,30,22,854,14.741
-0.02928737,0.0091,0.55,0.928,18,9,597,14.848
-0.02920835,0.0111,0.529,0.999,28,17,959,14.813
-0.02919406,0.0083,0.509,0.941,24,43,610,13.474
-0.02917519,0.0083,0.288,0.714,23,7,706,13.748
-0.02917223,0.0147,0.023,0.925,24,924,583,14.648
-0.02917205,0.0078,0.382,0.826,24,16,622,14.186
-0.02915473,0.0095,0.01,0.811,27,4,700,11.335
-0.02912594,0.0052,0.542,0.916,23,27,642,14.774
-0.02910574,0.007,0.253,0.923,22,20,733,14.199
-0.02909045,0.009,0.059,0.763,0,91,827,14.628
-0.02908889,0.0131,0.32,0.756,24,25,626,13.608
-0.02908716,0.0097,0.368,0.957,23,3,133,10.684
-0.02906763,0.014,0.327,0.846,24,8,447,11.81
-0.02905824,0.0078,0.34,0.906,29,9,707,9.821
-0.0290417,0.0108,0.496,0.979,20,12,605,14.035
-0.02901316,0.0098,0.322,0.952,24,21,383,14.305
-0.02900925,0.0017,0.272,0.975,22,12,481,11.356
-0.02899925,0.0081,0.365,0.964,22,14,995,14.097
-0.02899886,0.0137,0.509,0.937,30,19,745,14.855
-0.02897869,0.0087,0.379,0.769,26,11,727,14.851
-0.02897288,0.0082,0.43,0.902,23,34,887,12.617
-0.02896749,0.0107,0.606,0.965,24,54,621,11.306
-0.02896333,0.0078,0.553,0.914,30,15,705,13.374
-0.02895033,0.0028,0.482,0.928,24,28,687,10.404
-0.0289331,0.0042,0.37,0.925,23,7,748,14.285
-0.02893161,0.0117,0.046,0.974,27,45,445,14.94
-0.02892039,0.0134,0.692,0.967,28,30,775,13.159
-0.02890896,0.0092,0.243,0.872,26,34,654,14.644
-0.02888757,0.0076,0.468,0.743,28,11,750,13.925
-0.02887989,0.0085,0.262,0.987,29,72,764,13.914
-0.02886323,0.0128,0.628,0.997,23,11,526,13.973
-0.02886053,0.0079,0.294,0.863,24,16,461,14.7
-0.02885698,0.0127,0.446,0.821,23,8,603,14.583
-0.02883383,0.0112,0.489,0.788,27,6,759,11.9
-0.02881491,0.014,0.308,0.977,22,13,215,14.623
-0.02879791,0.0081,0.393,0.964,23,7,791,14.456
-0.02879004,0.0078,0.125,0.863,24,128,820,14.533
-0.0287698,0.0072,0.312,0.928,25,52,609,14.144
-0.02875796,0.0048,0.386,0.822,24,16,622,12.405
-0.02873215,0.0077,0.386,0.742,24,7,658,11.353
-0.02870935,0.0057,0.018,0.834,24,22,403,13.071
-0.02870643,0.0044,0.081,0.781,24,142,300,11.125
-0.02870077,0.0066,0.304,0.78,24,16,643,14.148
-0.02865022,0.0034,0.308,0.801,23,19,453,14.645
-0.02863152,0.011,0.303,0.999,25,51,658,14.813
-0.02862367,0.0067,0.588,0.915,29,6,583,12.73
-0.02861859,0.0012,0.139,0.979,20,39,715,13.76
-0.02860705,0.0068,0.191,0.864,0,4,282,10.569
-0.02858632,0.0107,0.245,0.931,24,128,722,13.574
-0.02855203,0.007,0.041,0.729,24,21,862,14.929
-0.0285225,0.0059,0.514,0.943,27,4,842,11.215
-0.0285067,0.0034,0.375,0.84,26,5,664,12.44
-0.02849633,0.0035,0.521,0.918,30,24,640,14.865
-0.02849061,0.0065,0.321,0.784,30,4,601,9.881
-0.0284844,0.0134,0.15,0.784,9,27,19,14.242
-0.02846714,0.0098,0.192,0.612,26,2,177,11.617
-0.02845634,0.0054,0.363,0.916,24,11,731,13.199
-0.02845509,0.0145,0.302,0.858,24,16,548,13.144
-0.02845399,0.0119,0.453,0.905,30,22,874,14.923
-0.02843662,0.007,0.346,0.894,24,25,441,14.357
-0.02842551,0.0072,0.216,0.811,20,14,647,13.611
-0.02841891,0.0052,0.172,0.888,24,133,655,12.426
-0.02841401,0.0028,0.315,0.95,27,4,563,10.461
-0.02840384,0.0072,0.13,0.979,23,4,967,10.949
-0.02840127,0.0108,0.134,0.862,23,3,568,12.458
-0.02839961,0.012,0.512,0.983,26,10,713,14.866
-0.02838481,0.0069,0.678,0.999,27,7,501,11.563
-0.02838352,0.0065,0.38,0.995,24,20,766,11.669
-0.02838183,0.007,0.002,0.752,24,28,704,12.36
-0.02836748,0.0143,0.445,0.975,23,4,651,11.148
-0.02832373,0.0034,0.312,0.827,26,6,888,14.251
-0.0283185,0.0121,0.188,0.792,27,3,785,12.708
-0.02830653,0.0081,0.306,0.971,22,14,580,14.334
-0.02826642,0.0048,0.752,0.982,28,14,746,12.331
-0.02825763,0.0102,0.054,0.894,8,52,168,14.98
-0.02825414,0.0056,0.465,0.985,24,11,975,13.932
-0.02825255,0.0069,0.617,0.997,26,22,562,13.133
-0.0282453,0.0091,0.1,0.912,12,15,186,13.664
-0.02824192,0.0136,0.486,0.999,28,19,391,14.051
-0.02822529,0.01,0.343,0.988,27,33,567,14.317
-0.0282081,0.0051,0.353,0.84,20,87,784,12.965
-0.02819468,0.0069,0.14,0.663,24,281,555,13.862
-0.02819187,0.0048,0.46,0.86,24,23,923,12.859
-0.02819101,0.0086,0.5,0.921,21,7,775,13.798
-0.02818461,0.0108,0.059,0.621,24,4,416,12.444
-0.02816949,0.0069,0.678,1.0,27,3,501,11.563
-0.0281664,0.0092,0.431,0.909,24,33,879,12.619
-0.02816115,0.0139,0.533,0.951,3,16,730,14.23
-0.02814815,0.0081,0.397,0.981,19,103,949,14.435
-0.0281437,0.0017,0.123,0.974,22,12,673,13.321
